0.02	19	0.979362	0.959167	0.920063	1.63717E-05	0.0409704	1926.43	0.666644	-0.969377	3.53893E-05	0.0884732	-0.959168	6.30314E-05	0.157578
0.04	19	0.957212	0.916288	0.839708	3.38986E-05	0.0848859	1308.09	0.666617	-0.937321	6.97663E-05	0.0436039	-0.916429	0.000124531	0.077832
0.06	19	0.933155	0.870831	0.758533	5.34198E-05	0.133547	1016.68	0.666585	-0.903609	0.000103316	0.028699	-0.871483	0.000184922	0.0513672
0.08	19	0.906461	0.821749	0.675524	7.68263E-05	0.191533	824.657	0.666542	-0.867784	0.000136533	0.0213333	-0.823715	0.000244999	0.0382811
0.1	19	0.876093	0.767647	0.589614	0.000108149	0.268975	672.575	0.666479	-0.829437	0.000169958	0.0169958	-0.772582	0.000306102	0.0306102
0.12	19	0.839922	0.705626	0.498349	0.000156656	0.391855	534.222	0.666371	-0.787671	0.000202741	0.0140793	-0.716904	0.00036645	0.0254479
0.14	19	0.793055	0.629201	0.396556	0.000264481	0.653229	390.677	0.666109	-0.74102	0.000237556	0.0121202	-0.654689	0.000432195	0.0220508
0.145	19	0.778633	0.606581	0.368693	0.000312223	0.773534	352.484	0.665985	-0.728384	0.000246628	0.0117302	-0.637843	0.000449063	0.0213585
0.15	19	0.762108	0.5812	0.338696	0.000391868	0.961043	309.524	0.665777	-0.715104	0.000257374	0.0114389	-0.620134	0.000469404	0.0208624
0.155	19	0.743606	0.553445	0.307385	0.000495807	1.21141	268.997	0.665488	-0.70133	0.000268336	0.011169	-0.601774	0.000490693	0.0204243
0.16	19	0.720375	0.5197	0.271617	0.000759481	1.7509	216.77	0.66478	-0.68648	0.000280708	0.0109651	-0.581974	0.000513792	0.02007
0.161	19	0.715233	0.512347	0.26407	0.000789259	1.84396	209.72	0.664672	-0.683336	0.000282761	0.0109086	-0.577774	0.000517219	0.0199537
0.162	19	0.710349	0.505469	0.257198	0.000874214	2.03945	198.055	0.664451	-0.680447	0.000285181	0.0108665	-0.57393	0.000522556	0.0199115
0.163	19	0.704505	0.497278	0.249092	0.00095036	2.20639	188.851	0.664231	-0.677214	0.00028724	0.0108111	-0.569621	0.000526757	0.019826
0.164	19	0.698341	0.488718	0.240781	0.00103802	2.34924	181.423	0.663965	-0.673958	0.000288993	0.0107448	-0.565267	0.00053019	0.0197126
0.165	19	0.692187	0.480241	0.232684	0.00111821	2.59761	171.009	0.663699	-0.670738	0.000292635	0.0107488	-0.560993	0.000536632	0.019711
0.166	19	0.683991	0.469289	0.222752	0.00144567	3.10317	154.628	0.662853	-0.667244	0.000299317	0.0108621	-0.556312	0.000548883	0.0199188
0.167	19	0.676538	0.459205	0.213463	0.00150154	3.27947	148.774	0.662566	-0.663663	0.000301565	0.010813	-0.551558	0.000553296	0.0198392
0.168	19	0.666156	0.447444	0.204211	0.00368042	3.8763	135.037	0.659999	-0.660196	0.000310567	0.0110036	-0.546922	0.00056911	0.0201641
0.169	19	0.659357	0.437201	0.194833	0.00245004	4.30054	126.698	0.660235	-0.65676	0.00031294	0.0109569	-0.542364	0.000574286	0.0201074
0.17	19	0.649295	0.424623	0.184443	0.00303864	5.25808	112.864	0.659017	-0.652984	0.000311414	0.0107756	-0.537301	0.000572024	0.0197932
0.171	19	0.640298	0.412882	0.174709	0.00289981	5.51464	108.652	0.658381	-0.649386	0.000316461	0.0108225	-0.532516	0.000581222	0.019877
0.172	19	0.62482	0.395471	0.162138	0.0050717	7.08296	93.7421	0.654431	-0.645162	0.000323545	0.0109365	-0.526885	0.000593716	0.0200688
0.173	19	0.613983	0.382659	0.152847	0.0056838	7.99001	86.7675	0.652055	-0.641659	0.000331575	0.0110787	-0.522218	0.000609621	0.0203689
0.174	19	0.60191	0.368069	0.141935	0.00577344	8.47763	82.5779	0.650773	-0.63757	0.000331105	0.0109362	-0.516772	0.000608408	0.0200954
0.175	19	0.582916	0.347279	0.12828	0.00748827	11.0966	69.9838	0.645449	-0.633157	0.000340758	0.0111268	-0.510863	0.000626089	0.0204437
0.176	19	0.536039	0.304002	0.105268	0.0166641	17.5689	51.7646	0.620316	-0.62699	0.000364051	0.0117527	-0.502641	0.000668052	0.0215668
0.177	19	0.520844	0.289033	0.09624	0.0177548	18.7227	48.8242	0.615993	-0.622988	0.00036378	0.0116116	-0.497327	0.000668579	0.0213406
0.178	19	0.496514	0.265979	0.0838602	0.0194534	20.3477	44.8191	0.604871	-0.618379	0.000365011	0.0115204	-0.491168	0.000671266	0.0211863
0.179	19	0.466715	0.239802	0.0713084	0.0219785	24.1557	38.8626	0.586653	-0.613711	0.000362391	0.0113102	-0.484961	0.000666738	0.0208089
0.18	19	0.425435	0.208421	0.05841	0.0274264	27.266	33.8871	0.551789	-0.608501	0.000367382	0.011339	-0.477975	0.000677469	0.0209095
0.182	19	0.351367	0.152191	0.0357654	0.0287315	33.6263	25.5745	0.485286	-0.598422	0.000343303	0.0103642	-0.464558	0.000635358	0.0191812
