0.02	19	0.979357	0.959145	0.919975	4.08395E-06	0.0409672	7702.2	0.666661	-0.96937	8.82577E-06	0.0220644	-0.95916	1.57187E-05	0.0392967
0.04	19	0.957211	0.91626	0.839564	8.47277E-06	0.0847412	5234.22	0.666654	-0.93732	1.74476E-05	0.0109048	-0.916427	3.11422E-05	0.0194639
0.06	19	0.933148	0.870779	0.758302	1.33646E-05	0.133952	4058.52	0.666646	-0.903602	2.58416E-05	0.00717823	-0.87147	4.62419E-05	0.012845
0.08	19	0.906478	0.821721	0.675288	1.92047E-05	0.191964	3293.36	0.666636	-0.867807	3.41037E-05	0.0053287	-0.823743	6.11871E-05	0.00956049
0.1	19	0.876107	0.76759	0.589276	2.67855E-05	0.268897	2689.4	0.66662	-0.829445	4.21452E-05	0.00421452	-0.772596	7.59201E-05	0.00759201
0.12	19	0.839871	0.705422	0.497731	3.91537E-05	0.391418	2136.9	0.666593	-0.787642	5.0703E-05	0.00352104	-0.716858	9.17278E-05	0.00636998
0.14	19	0.793258	0.629323	0.396211	6.50955E-05	0.654212	1561.16	0.666529	-0.74109	5.92993E-05	0.00302547	-0.654782	0.000107778	0.00549888
0.145	19	0.778656	0.606385	0.367893	7.88223E-05	0.782252	1401.41	0.666494	-0.7284	6.17852E-05	0.00293865	-0.637863	0.000112539	0.00535261
0.15	19	0.762217	0.581073	0.337872	9.78007E-05	0.969912	1231.98	0.666443	-0.715129	6.46142E-05	0.00287174	-0.620172	0.000117864	0.00523842
0.155	19	0.743217	0.552498	0.305532	0.000126309	1.26105	1053.52	0.666363	-0.701218	6.62689E-05	0.00275833	-0.601619	0.000121071	0.00503938
0.16	19	0.720834	0.519783	0.27055	0.000181605	1.73839	870.275	0.666204	-0.686569	7.02044E-05	0.00274236	-0.582094	0.000128391	0.00501529
0.161	19	0.71514	0.51163	0.262181	0.000204591	1.98702	807.577	0.666138	-0.683388	7.03989E-05	0.0027159	-0.577859	0.000128804	0.00496908
0.162	19	0.71044	0.504937	0.255388	0.000212739	2.0968	780.984	0.66611	-0.680412	7.14033E-05	0.00272075	-0.573883	0.000130684	0.00497958
0.163	19	0.704601	0.496689	0.247146	0.000226646	2.23953	749.476	0.666063	-0.677211	7.17617E-05	0.00270096	-0.569616	0.000131398	0.00494555
0.164	19	0.698401	0.48802	0.23866	0.000256851	2.51042	701.658	0.665972	-0.673944	7.21599E-05	0.00268292	-0.565266	0.00013232	0.00491969
0.165	19	0.691491	0.478458	0.229483	0.000297796	2.91466	644.744	0.665849	-0.670564	7.27677E-05	0.00267282	-0.560751	0.000133503	0.0049037
0.166	19	0.68513	0.469737	0.221269	0.000333361	3.22642	607.168	0.665736	-0.66734	7.40322E-05	0.00268661	-0.556458	0.00013571	0.00492489
