0.02	19	0.979346	0.959165	0.920171	4.54846E-05	0.0409483	694.505	0.666604	-0.969354	9.82989E-05	0.245747	-0.959139	0.000175078	0.437694
0.04	19	0.957255	0.916431	0.840191	9.42208E-05	0.08482	471.667	0.66653	-0.937382	0.000194002	0.121252	-0.916511	0.000346199	0.216374
0.06	19	0.933149	0.870915	0.759009	0.000148484	0.133308	366.757	0.66644	-0.903599	0.000287398	0.0798327	-0.871461	0.000514387	0.142885
0.08	19	0.906462	0.821887	0.6762	0.000214002	0.19218	296.724	0.666321	-0.867792	0.000380305	0.0594226	-0.823716	0.000682498	0.10664
0.1	19	0.876118	0.767883	0.590562	0.000300077	0.268434	242.662	0.666148	-0.829483	0.000470596	0.0470596	-0.772651	0.000847454	0.0847454
0.12	19	0.839947	0.705944	0.499575	0.000433996	0.387909	193.528	0.665852	-0.787711	0.000562209	0.0390423	-0.716949	0.00101716	0.0706361
0.14	19	0.793183	0.62986	0.398514	0.000720183	0.641622	142.1	0.665163	-0.741099	0.000657253	0.0335333	-0.654789	0.00119587	0.0610137
0.145	19	0.77903	0.607764	0.371453	0.000875816	0.753693	128.774	0.664794	-0.728651	0.000682747	0.0324731	-0.638227	0.00124251	0.0590968
0.15	19	0.762323	0.582231	0.341468	0.00109475	0.922928	113.877	0.664233	-0.715237	0.000714251	0.0317445	-0.620328	0.00130228	0.0578792
0.155	19	0.743342	0.554012	0.31	0.00145427	1.17126	98.5779	0.663331	-0.701281	0.000749554	0.0311989	-0.601717	0.0013687	0.05697
0.16	19	0.721553	0.522493	0.27667	0.00185441	1.50326	84.4667	0.662185	-0.686753	0.000772937	0.0301929	-0.582335	0.00141445	0.0552521
0.161	19	0.715403	0.513957	0.268241	0.00215564	1.6507	79.9301	0.661507	-0.683353	0.000783544	0.0302281	-0.577795	0.00143408	0.0553249
0.162	19	0.709504	0.505818	0.260316	0.00242158	1.80418	75.8318	0.66085	-0.680189	0.000796872	0.030364	-0.573584	0.00145853	0.0555757
0.163	19	0.705063	0.499752	0.254386	0.00263886	1.8995	73.4506	0.660482	-0.677403	0.000795951	0.0299579	-0.56989	0.00145845	0.0548929
0.164	19	0.69718	0.48949	0.245047	0.00342955	2.17482	67.9114	0.659089	-0.673766	0.000809785	0.030108	-0.565005	0.00148461	0.0551981
0.165	19	0.687797	0.477115	0.234015	0.0040499	2.49901	62.5197	0.657331	-0.669954	0.00082471	0.0302924	-0.559939	0.0015118	0.0555297
0.166	19	0.683778	0.471344	0.22823	0.00379111	2.59766	60.9397	0.657566	-0.667127	0.000827774	0.0300397	-0.556192	0.00151689	0.0550474
0.167	19	0.677886	0.463658	0.221457	0.00412832	2.73883	58.8496	0.656621	-0.664158	0.000836014	0.0299765	-0.552214	0.00153181	0.0549252
