0.02		0.98147				327.301	0.66654	-0.972474	-0.963299
0.04		0.961796				223.451	0.666395	-0.94388	-0.925173
0.06		0.94073				175.093	0.666225	-0.914083	-0.885445
0.08		0.917746				144.054	0.666011	-0.882678	-0.84358
0.1		0.892327				120.451	0.665733	-0.849495	-0.799335
0.12		0.86365				100.942	0.665329	-0.814155	-0.752202
0.14		0.830381				83.2358	0.664691	-0.776422	-0.701909
0.16		0.79057				66.5478	0.663567	-0.735929	-0.647912
0.18		0.741289				51.3386	0.661342	-0.69204	-0.589367
0.2		0.679606				38.2474	0.65693	-0.645406	-0.527186
0.22		0.607336				28.713	0.649541	-0.598129	-0.464203
0.24		0.531578				22.543	0.638686	-0.553675	-0.404903
0.26		0.46004				18.3953	0.625546	-0.514277	-0.352384
0.28		0.399847				15.7872	0.611953	-0.48154	-0.308708
0.3		0.35211				14.1407	0.599672	-0.454665	-0.272871
0.32		0.313607				12.8806	0.587876	-0.432025	-0.242649
0.34		0.282126				11.9431	0.577459	-0.412799	-0.217058
0.36		0.257872				11.2554	0.567765	-0.3966	-0.195453
0.38		0.237149				10.6554	0.558083	-0.382299	-0.176409
0.4		0.221234				10.233	0.551587	-0.37007	-0.160076
0.42		0.2074				9.89469	0.544498	-0.359054	-0.145428
0.44		0.19606				9.58405	0.537739	-0.34934	-0.132521
0.46		0.185486				9.26829	0.531164	-0.340525	-0.120723
0.48		0.1765				9.03095	0.52531	-0.332422	-0.109941
0.5		0.168568				8.79641	0.519355	-0.325268	-0.100385
0.52		0.162289				8.63277	0.515028	-0.318712	-0.0916429
0.54		0.156398				8.479	0.510134	-0.3126	-0.0834378
0.56		0.150661				8.30634	0.504301	-0.307042	-0.0760414
0.58		0.145761				8.16249	0.501045	-0.301903	-0.0691708
0.6		0.141493				8.02204	0.49701	-0.297264	-0.0629944
0.62		0.137828				7.93602	0.493517	-0.29304	-0.0573567
0.64		0.13426				7.82539	0.489724	-0.289022	-0.0519915
0.66		0.130769				7.69801	0.485629	-0.285388	-0.0471784
0.68		0.128032				7.61178	0.482678	-0.282026	-0.0427535
0.7		0.125073				7.50665	0.478393	-0.279026	-0.0387292
0.72		0.122568				7.43577	0.474592	-0.276121	-0.0348202
0.74		0.120075				7.33001	0.471131	-0.273559	-0.0314541
0.76		0.117887				7.23932	0.468387	-0.271119	-0.0281459
0.78		0.11601				7.17801	0.465564	-0.269108	-0.0255161
0.8		0.114231				7.10158	0.462026	-0.267123	-0.0227882
