0.02		0.981525				82.9178	0.666168	-0.972558	-0.963412
0.04		0.96175				56.5137	0.665592	-0.943817	-0.92509
0.06		0.9406				44.3469	0.664924	-0.913911	-0.885214
0.08		0.917693				36.5342	0.664099	-0.882607	-0.84348
0.1		0.892388				30.7371	0.66303	-0.849558	-0.799408
0.12		0.863718				25.8721	0.661504	-0.814278	-0.752379
0.14		0.830696				21.5731	0.659136	-0.776851	-0.702492
0.16		0.790386				17.5859	0.655118	-0.735762	-0.647653
0.18		0.741067				13.9845	0.647697	-0.692025	-0.589326
0.2		0.677755				10.7896	0.633282	-0.644767	-0.52641
0.22		0.605489				8.42701	0.611543	-0.597371	-0.463182
0.24		0.533517				6.80721	0.583874	-0.554015	-0.405385
0.26		0.46087				5.54166	0.547159	-0.513955	-0.351955
0.28		0.404148				4.75889	0.513756	-0.481653	-0.30889
0.3		0.355417				4.15298	0.478117	-0.454143	-0.272161
0.32		0.318633				3.72299	0.45041	-0.431779	-0.242412
0.34		0.288986				3.41156	0.422941	-0.413059	-0.217465
0.36		0.266639				3.18733	0.402328	-0.397202	-0.196376
0.38		0.245271				2.98356	0.378621	-0.382652	-0.17676
0.4		0.23053				2.83591	0.365865	-0.370306	-0.160479
0.42		0.21602				2.68644	0.348611	-0.358977	-0.145334
0.44		0.20441				2.57696	0.334411	-0.349163	-0.132263
0.46		0.195522				2.50538	0.323587	-0.340574	-0.120809
0.48		0.187518				2.42588	0.311484	-0.332757	-0.11028
0.5		0.178967				2.33049	0.30076	-0.325189	-0.100159
0.52		0.171936				2.26368	0.289608	-0.318621	-0.0914845
0.54		0.166815				2.22106	0.283019	-0.312648	-0.0833663
0.56		0.161494				2.16445	0.276267	-0.307037	-0.0760673
0.58		0.156709				2.12121	0.265924	-0.301861	-0.0692223
0.6		0.153492				2.09783	0.262212	-0.297388	-0.0632296
0.62		0.149081				2.04695	0.255068	-0.292889	-0.0573289
0.64		0.145646				2.01496	0.249305	-0.288868	-0.0518426
0.66		0.142969				1.98382	0.243577	-0.285458	-0.0472047
0.68		0.139993				1.95311	0.238487	-0.282037	-0.0426416
0.7		0.137427				1.92332	0.23374	-0.279051	-0.0387874
0.72		0.134962				1.90133	0.227042	-0.276034	-0.0347104
0.74		0.133016				1.87411	0.224724	-0.273558	-0.0314863
0.76		0.13091				1.84803	0.218736	-0.271232	-0.0283307
0.78		0.12903				1.8238	0.215868	-0.269156	-0.0255856
0.8		0.127517				1.8062	0.21267	-0.266995	-0.0227075
